MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY,DIVERTED,CANCELLED
1,1,4,WN,LAS,BUR,1955,-2.0,40.0,223,2055,-10.0,0,0
1,1,4,OO,MSP,DLH,920,-14.0,42.0,144,1027,8.0,0,0
1,1,4,AA,DFW,AUS,1710,2.0,43.0,190,1810,2.0,0,0
1,1,4,UA,LAX,IAD,2205,0.0,241.0,2288,546,-22.0,0,0
1,1,4,WN,ATL,MCI,1500,-2.0,119.0,692,1615,10.0,0,0
1,1,4,EV,ATL,RAP,1930,-5.0,181.0,1230,2104,-15.0,0,0
1,1,4,UA,DEN,MSY,1942,131.0,137.0,1062,2319,165.0,0,0
1,1,4,MQ,ORD,BNA,1300,19.0,54.0,409,1423,7.0,0,0
1,1,4,UA,DEN,FLL,957,8.0,201.0,1703,1544,11.0,0,0
1,1,4,AA,DFW,ICT,1000,,,328,1115,,0,1
1,1,4,NK,PHX,DFW,159,-1.0,103.0,868,502,1.0,0,0
1,1,4,AA,DFW,ORD,1740,309.0,91.0,802,1955,287.0,0,0
1,1,4,AA,DFW,MCO,755,-1.0,118.0,985,1125,4.0,0,0
1,1,4,DL,LAX,ATL,1130,24.0,217.0,1947,1840,16.0,0,0
1,1,4,MQ,DFW,SJT,2155,,,229,2253,,0,1
1,1,4,DL,LAX,CMH,2146,-3.0,223.0,1995,459,-13.0,0,0
1,1,4,WN,PHX,STL,1830,47.0,137.0,1262,2220,31.0,0,0
1,1,4,MQ,ORD,FNT,1115,-6.0,37.0,223,1318,-18.0,0,0
1,1,4,OO,LAX,SLC,1940,-5.0,98.0,590,2225,23.0,0,0
1,1,4,WN,DEN,OMA,1345,9.0,60.0,472,1600,8.0,0,0
1,1,4,WN,DEN,BOI,2155,80.0,96.0,649,2355,81.0,0,0
1,1,4,DL,ATL,OKC,2059,-4.0,116.0,761,2227,-12.0,0,0
1,1,4,OO,ORD,DFW,2005,28.0,138.0,802,2241,38.0,0,0
1,1,4,AA,DEN,ORD,1305,4.0,107.0,888,1630,7.0,0,0
1,1,4,WN,DEN,AUS,1000,10.0,117.0,775,1305,17.0,0,0
1,1,4,AA,DFW,SMF,1230,1.0,185.0,1431,1420,-22.0,0,0
1,1,4,DL,ATL,PBI,1505,-2.0,77.0,545,1657,-11.0,0,0
1,1,4,DL,ATL,FLL,1000,0.0,85.0,581,1200,-12.0,0,0
1,1,4,WN,ATL,TPA,1950,19.0,63.0,406,2115,13.0,0,0
1,1,4,F9,ATL,DEN,859,16.0,181.0,1199,1026,10.0,0,0
1,1,4,UA,IAH,SFO,1435,20.0,212.0,1635,1658,-13.0,0,0
1,1,4,NK,LAS,OAK,1115,22.0,62.0,407,1246,10.0,0,0
1,1,4,US,ATL,PHL,1445,-4.0,90.0,666,1644,-11.0,0,0
1,1,4,AA,LAS,JFK,810,-7.0,248.0,2248,1605,-30.0,0,0
1,1,4,AA,DFW,BNA,2215,46.0,73.0,631,2350,42.0,0,0
1,1,4,OO,IAH,COS,1843,96.0,111.0,809,2004,86.0,0,0
1,1,4,EV,ORD,GSO,1850,4.0,78.0,589,2139,-12.0,0,0
1,1,4,DL,LAX,JFK,1140,-1.0,276.0,2475,2000,-6.0,0,0
1,1,4,OO,SFO,TUS,1405,-3.0,117.0,751,1710,7.0,0,0
1,1,4,MQ,ORD,GRR,1510,-4.0,30.0,137,1713,18.0,0,0
1,1,4,US,MSP,PHX,730,-3.0,174.0,1276,1010,-20.0,0,0
1,1,4,MQ,DFW,TXK,1655,24.0,33.0,181,1743,25.0,0,0
1,1,4,EV,DFW,LAW,1130,,,140,1215,,0,1
1,1,4,AA,ORD,RSW,1035,5.0,144.0,1120,1415,10.0,0,0
1,1,4,UA,IAH,SEA,2105,113.0,233.0,1874,2357,69.0,0,0
1,1,4,NK,MSP,ORD,616,2.0,49.0,334,745,-19.0,0,0
1,1,4,UA,DEN,GRR,1631,14.0,109.0,1015,2057,8.0,0,0
1,1,4,US,DFW,CLT,830,-3.0,103.0,936,1158,10.0,0,0
1,1,4,US,PHX,CLT,1310,4.0,183.0,1773,1902,-18.0,0,0
1,1,4,OO,ORD,LNK,2005,-7.0,72.0,466,2147,-19.0,0,0
1,1,4,WN,LAX,MKE,1035,-8.0,207.0,1756,1625,-18.0,0,0
1,1,4,MQ,DFW,LRD,1255,,,396,1418,,0,1
1,1,4,DL,ATL,SAT,2054,-3.0,135.0,874,2238,-6.0,0,0
1,1,4,DL,ATL,MCI,2032,-1.0,104.0,692,2148,-13.0,0,0
1,1,4,EV,ATL,SCE,1915,-4.0,92.0,615,2104,3.0,0,0
1,1,4,US,PHX,DEN,1555,0.0,84.0,602,1739,0.0,0,0
1,1,4,AA,ORD,BOS,2055,62.0,100.0,867,2359,61.0,0,0
1,1,4,DL,ATL,LEX,2144,-5.0,49.0,304,2258,-3.0,0,0
1,1,4,AA,DFW,RDU,1740,1.0,123.0,1061,2105,-6.0,0,0
1,1,4,B6,LAS,BOS,1230,0.0,246.0,2381,2026,-27.0,0,0
1,1,4,OO,MSP,SFO,730,-1.0,201.0,1589,950,-18.0,0,0
1,1,4,MQ,DFW,PNS,1035,,,604,1213,,0,1
1,1,4,OO,SFO,PSP,1357,-3.0,68.0,421,1523,-2.0,0,0
1,1,4,B6,LAS,BOS,2359,68.0,247.0,2381,749,46.0,0,0
1,1,4,AA,DFW,IAH,1305,-2.0,44.0,224,1410,8.0,0,0
1,1,4,DL,ATL,CLE,1205,-5.0,76.0,554,1354,-19.0,0,0
1,1,4,DL,MSP,TPA,910,-2.0,157.0,1306,1327,-13.0,0,0
1,1,4,AA,LAS,DFW,1055,-2.0,133.0,1055,1535,9.0,0,0
1,1,4,WN,SFO,SAN,1535,21.0,67.0,447,1705,18.0,0,0
1,1,4,AA,DFW,TPA,1500,-3.0,120.0,929,1815,-5.0,0,0
1,1,4,UA,DEN,PHX,2207,43.0,85.0,602,4,44.0,0,0
1,1,4,OO,DEN,GTF,2155,38.0,87.0,624,2355,37.0,0,0
1,2,5,EV,ATL,JAN,1056,1.0,59.0,341,1123,6.0,0,0
1,2,5,DL,ATL,HSV,1355,0.0,38.0,151,1351,5.0,0,0
1,2,5,OO,PHX,PSP,2055,0.0,45.0,261,2100,13.0,0,0
1,2,5,OO,LAX,DFW,945,171.0,159.0,1235,1454,171.0,0,0
1,2,5,UA,ORD,CLT,1332,-6.0,78.0,599,1625,-23.0,0,0
1,2,5,UA,IAH,CLE,1907,30.0,119.0,1091,2250,4.0,0,0
1,2,5,DL,DEN,ATL,1420,38.0,148.0,1199,1905,45.0,0,0
1,2,5,EV,ORD,RIC,1930,-8.0,88.0,642,2236,-25.0,0,0
1,2,5,UA,IAH,PHL,1028,14.0,162.0,1325,1443,-5.0,0,0
1,2,5,UA,DEN,SAN,2200,57.0,106.0,853,2324,32.0,0,0
1,2,5,AA,DFW,BNA,1305,71.0,78.0,631,1445,68.0,0,0
1,2,5,EV,DEN,ELP,1510,64.0,87.0,563,1658,63.0,0,0
1,2,5,US,PHX,DCA,1340,-1.0,216.0,1979,1947,-14.0,0,0
1,2,5,MQ,ORD,SGF,1710,23.0,83.0,438,1848,25.0,0,0
1,2,5,US,LAS,PHX,635,-4.0,44.0,255,846,-15.0,0,0
1,2,5,OO,IAH,ASE,1835,39.0,120.0,913,2027,8.0,0,0
1,2,5,DL,ATL,MCO,655,1.0,59.0,404,822,-7.0,0,0
1,2,5,US,ATL,CLT,1959,0.0,41.0,226,2113,-11.0,0,0
1,2,5,DL,MSP,TPA,1315,90.0,170.0,1306,1721,92.0,0,0
1,2,5,DL,DFW,ATL,700,-3.0,95.0,731,1005,-5.0,0,0
1,2,5,WN,PHX,LAX,1255,14.0,57.0,370,1320,-1.0,0,0
1,2,5,OO,MSP,DIK,1955,-5.0,75.0,481,2103,-16.0,0,0
1,2,5,DL,ATL,BHM,1646,9.0,36.0,134,1640,13.0,0,0
1,2,5,DL,MSP,ATL,630,-3.0,116.0,907,1006,-20.0,0,0
1,2,5,AA,DFW,AUS,1515,49.0,42.0,190,1610,59.0,0,0
1,2,5,OO,MSP,GEG,1135,-3.0,168.0,1175,1254,-14.0,0,0
1,2,5,DL,ATL,MSY,1455,-1.0,70.0,425,1536,-8.0,0,0
1,2,5,UA,IAH,DEN,1537,22.0,109.0,862,1709,-5.0,0,0
1,2,5,EV,IAH,TUS,904,-3.0,137.0,936,1052,-8.0,0,0
1,2,5,DL,ATL,PIT,1056,29.0,73.0,526,1241,12.0,0,0
1,2,5,NK,LAS,PDX,1535,-8.0,123.0,763,1754,-4.0,0,0
1,2,5,EV,ORD,LEX,1316,-1.0,48.0,323,1532,-13.0,0,0
1,2,5,OO,PHX,LAX,1444,-9.0,59.0,370,1510,33.0,0,0
1,2,5,DL,DFW,ATL,1600,9.0,94.0,731,1902,6.0,0,0
1,2,5,EV,ATL,CRW,1454,12.0,55.0,363,1617,11.0,0,0
1,2,5,AA,DFW,LAX,1220,17.0,162.0,1235,1340,11.0,0,0
1,2,5,DL,PHX,MSP,1015,-3.0,156.0,1276,1430,-16.0,0,0
1,2,5,WN,LAS,ICT,1040,21.0,121.0,986,1505,10.0,0,0
1,2,5,AA,DFW,PHX,805,-3.0,123.0,868,955,-25.0,0,0
1,2,5,OO,LAX,COS,2030,31.0,114.0,833,2345,40.0,0,0
1,2,5,WN,ATL,MCO,2155,26.0,68.0,404,2325,22.0,0,0
1,2,5,UA,IAH,ORD,1535,3.0,109.0,925,1813,-16.0,0,0
1,2,5,AA,IAH,DFW,1700,46.0,44.0,224,1815,51.0,0,0
1,2,5,AA,LAS,JFK,810,751.0,254.0,2248,1605,732.0,0,0
1,2,5,MQ,ORD,LIT,2220,54.0,84.0,552,3,59.0,0,0
1,2,5,DL,ATL,PBI,2100,22.0,79.0,545,2249,24.0,0,0
1,2,5,DL,ATL,AUS,1128,0.0,123.0,813,1301,-10.0,0,0
1,2,5,UA,ORD,LGA,1300,6.0,89.0,733,1613,-17.0,0,0
1,2,5,DL,MSP,SAN,930,-3.0,193.0,1532,1132,-32.0,0,0
1,2,5,DL,MSP,LGA,1925,35.0,118.0,1020,2300,20.0,0,0
1,2,5,WN,PHX,MKE,1035,11.0,170.0,1460,1450,1.0,0,0
1,2,5,MQ,ORD,GRR,1510,26.0,38.0,137,1713,10.0,0,0
1,2,5,AA,LAX,JFK,1415,3.0,295.0,2475,2240,-8.0,0,0
1,2,5,DL,MSP,BZN,1945,5.0,126.0,874,2121,-10.0,0,0
1,2,5,DL,ATL,HOU,1615,2.0,116.0,696,1737,-7.0,0,0
1,2,5,US,PHX,ORD,120,3.0,154.0,1440,533,-4.0,0,0
1,2,5,UA,SFO,EWR,1317,11.0,286.0,2565,2153,-15.0,0,0
1,2,5,WN,MSP,DEN,630,-4.0,98.0,680,745,-22.0,0,0
1,2,5,EV,ORD,MCI,1615,-5.0,69.0,403,1754,-20.0,0,0
1,2,5,WN,SFO,MKE,1135,3.0,218.0,1845,1735,14.0,0,0
1,2,5,EV,ATL,FWA,1559,-7.0,79.0,508,1739,-10.0,0,0
1,2,5,UA,IAH,DEN,1656,2.0,115.0,862,1830,-11.0,0,0
1,2,5,AS,LAX,SEA,2110,5.0,145.0,954,2352,8.0,0,0
1,2,5,EV,ATL,GNV,1640,13.0,46.0,300,1752,7.0,0,0
1,2,5,AA,LAX,KOA,840,32.0,341.0,2504,1230,44.0,0,0
1,2,5,AA,DFW,TUS,1050,12.0,122.0,813,1215,7.0,0,0
1,2,5,US,LAX,PHL,2215,-5.0,272.0,2402,607,-6.0,0,0
1,2,5,US,PHX,LAS,1945,-4.0,44.0,255,1954,-2.0,0,0
1,2,5,DL,MSP,RSW,1000,0.0,171.0,1416,1428,-16.0,0,0
1,2,5,EV,MSP,IAH,1717,42.0,171.0,1034,2025,62.0,0,0
1,2,5,AA,DFW,MFE,1305,13.0,83.0,469,1440,16.0,0,0
1,2,5,DL,ATL,DCA,1720,-1.0,69.0,547,1901,-9.0,0,0
1,2,5,EV,ATL,AGS,906,-11.0,23.0,143,955,-19.0,0,0
1,2,5,F9,MSP,DEN,1025,-6.0,97.0,680,1134,-13.0,0,0
1,2,5,MQ,ATL,ORD,935,30.0,90.0,606,1035,24.0,0,0
1,2,5,DL,LAX,JFK,1140,29.0,288.0,2475,2000,24.0,0,0
1,2,5,WN,ATL,RDU,2115,53.0,48.0,356,2235,39.0,0,0
1,2,5,OO,DEN,ATL,1720,44.0,143.0,1199,2159,65.0,0,0
1,2,5,MQ,ORD,SUX,1440,-4.0,73.0,436,1613,-10.0,0,0
1,2,5,DL,MSP,SEA,859,8.0,193.0,1399,1052,-11.0,0,0
1,2,5,DL,ATL,OKC,810,-3.0,121.0,761,937,-14.0,0,0
1,2,5,WN,ATL,HOU,1745,3.0,121.0,696,1910,-9.0,0,0
1,2,5,WN,ATL,SAT,1400,43.0,145.0,874,1520,65.0,0,0
1,2,5,EV,ATL,IAD,940,1.0,74.0,534,1128,-17.0,0,0
1,2,5,EV,ATL,HPN,1436,-1.0,104.0,780,1648,-12.0,0,0
1,2,5,AA,ORD,DCA,2010,-4.0,78.0,612,2250,-9.0,0,0
1,2,5,DL,LAX,SLC,725,9.0,90.0,590,1019,7.0,0,0
1,2,5,OO,DEN,GJT,755,41.0,31.0,212,857,37.0,0,0
1,2,5,US,SFO,PHX,600,-7.0,94.0,651,854,1.0,0,0
1,2,5,EV,ORD,CVG,1320,26.0,41.0,265,1532,14.0,0,0
1,2,5,WN,LAX,MDW,1810,29.0,207.0,1750,2355,24.0,0,0
1,2,5,VX,SFO,LAS,1220,-5.0,68.0,414,1350,-5.0,0,0
1,2,5,MQ,DFW,TUL,740,,,237,843,,0,1
1,2,5,US,SFO,PHX,1159,-9.0,95.0,651,1450,-1.0,0,0
1,2,5,WN,PHX,OAK,1925,6.0,96.0,646,2025,4.0,0,0
1,2,5,EV,ORD,FSD,2010,-5.0,77.0,462,2155,-15.0,0,0
1,2,5,F9,DEN,PHX,2040,-7.0,83.0,602,2228,-18.0,0,0
1,2,5,EV,ORD,ATW,945,-8.0,34.0,160,1041,-19.0,0,0
1,2,5,WN,LAS,LAX,2050,25.0,43.0,236,2155,24.0,0,0
1,2,5,DL,MSP,SAN,1115,90.0,195.0,1532,1309,67.0,0,0
1,2,5,EV,DFW,LFT,1615,104.0,64.0,351,1730,117.0,0,0
1,2,5,OO,ORD,COS,2010,-3.0,148.0,911,2204,3.0,0,0
1,2,5,DL,MSP,BIL,1725,29.0,108.0,748,1842,20.0,0,0
1,2,5,B6,ORD,BOS,540,-8.0,96.0,867,856,-22.0,0,0
1,2,5,OO,MSP,DAY,1428,-6.0,74.0,574,1715,1.0,0,0
1,2,5,AS,LAS,PDX,650,-5.0,117.0,763,906,-3.0,0,0
1,2,5,OO,LAX,OAK,630,-6.0,57.0,337,752,-6.0,0,0
1,2,5,VX,SFO,SEA,700,-4.0,104.0,679,905,-1.0,0,0
1,2,5,DL,LAS,JFK,1300,-6.0,256.0,2248,2051,-4.0,0,0
1,2,5,DL,ORD,ATL,825,1.0,85.0,606,1128,-3.0,0,0
1,2,5,UA,PHX,ORD,1159,5.0,167.0,1440,1625,-4.0,0,0
1,2,5,F9,ORD,ATL,730,10.0,86.0,606,1020,23.0,0,0
1,2,5,DL,ATL,JAX,826,2.0,41.0,270,933,-3.0,0,0
1,2,5,DL,PHX,MSP,1704,-6.0,153.0,1276,2108,-18.0,0,0
1,2,5,DL,LAX,RDU,1200,12.0,256.0,2239,1944,6.0,0,0
1,2,5,EV,ATL,BTR,1750,-7.0,74.0,448,1826,-6.0,0,0
1,2,5,EV,IAH,XNA,845,-3.0,64.0,438,1014,0.0,0,0
1,2,5,DL,MSP,PDX,1430,-1.0,206.0,1426,1622,16.0,0,0
1,2,5,DL,ATL,ICT,1430,14.0,113.0,782,1559,-7.0,0,0
1,2,5,OO,DEN,SJC,1537,38.0,125.0,948,1721,12.0,0,0
1,2,5,WN,MSP,ATL,1440,5.0,123.0,907,1810,2.0,0,0
1,2,5,OO,ORD,MKE,630,51.0,21.0,67,718,35.0,0,0
1,2,5,DL,ATL,SAN,1755,0.0,249.0,1892,1949,-29.0,0,0
1,2,5,WN,ATL,DCA,840,-3.0,74.0,547,1025,-15.0,0,0
1,2,5,UA,SFO,SAN,2225,10.0,68.0,447,2356,13.0,0,0
1,2,5,EV,DFW,TYS,1135,-6.0,97.0,772,1430,7.0,0,0
1,2,5,UA,SFO,LAX,1012,3.0,52.0,337,1145,-16.0,0,0
1,2,5,UA,DEN,CLE,1505,0.0,126.0,1201,1957,-28.0,0,0
1,2,5,EV,ATL,CID,2052,62.0,94.0,694,2202,42.0,0,0
1,2,5,EV,ORD,GRB,1155,-5.0,34.0,173,1251,-14.0,0,0
1,2,5,UA,LAS,SFO,1757,-2.0,62.0,414,1936,-22.0,0,0
1,2,5,AA,DFW,DTW,745,40.0,118.0,986,1120,44.0,0,0
1,2,5,EV,IAH,HOB,1800,,,501,1840,,0,1
1,2,5,UA,SFO,IAH,1157,1.0,199.0,1635,1744,45.0,0,0
1,2,5,AA,DFW,SAT,2145,27.0,51.0,247,2245,63.0,0,0
1,2,5,WN,LAS,TUL,1900,35.0,131.0,1076,2330,30.0,0,0
1,2,5,WN,LAS,MCI,1240,15.0,141.0,1139,1725,6.0,0,0
1,2,5,UA,LAX,IAH,808,-2.0,167.0,1379,1325,-7.0,0,0
1,2,5,WN,ATL,BWI,1415,25.0,75.0,577,1600,11.0,0,0
1,2,5,UA,IAH,SFO,1435,19.0,207.0,1635,1658,-16.0,0,0
1,2,5,WN,LAS,OAK,1605,4.0,64.0,407,1735,-6.0,0,0
1,2,5,AS,ORD,ANC,935,-1.0,402.0,2846,1339,-6.0,0,0
1,2,5,OO,DFW,SFO,859,16.0,193.0,1464,1110,-14.0,0,0
1,2,5,AA,DFW,HDN,1110,57.0,107.0,769,1235,44.0,0,0
1,2,5,WN,DEN,HOU,745,-2.0,126.0,883,1105,8.0,0,0
1,2,5,OO,DEN,SGF,1945,25.0,85.0,637,2227,42.0,0,0
1,2,5,EV,DEN,GUC,1122,19.0,36.0,152,1218,31.0,0,0
1,2,5,UA,IAH,EWR,900,0.0,158.0,1400,1325,-16.0,0,0
1,2,5,OO,LAX,LAS,805,57.0,43.0,236,920,53.0,0,0
1,2,5,MQ,ORD,LSE,1945,-1.0,44.0,215,2058,-13.0,0,0
1,2,5,DL,LAS,DTW,950,147.0,199.0,1749,1644,139.0,0,0
1,2,5,WN,DEN,ABQ,1605,17.0,57.0,349,1715,35.0,0,0
1,2,5,OO,ORD,MKE,815,-3.0,18.0,67,905,29.0,0,0
1,2,5,DL,LAX,RDU,2315,1.0,265.0,2239,649,11.0,0,0
1,2,5,F9,PHX,DEN,603,-3.0,87.0,602,750,-4.0,0,0
1,2,5,EV,ORD,BNA,738,-6.0,68.0,409,908,-4.0,0,0
1,2,5,WN,MSP,MDW,1215,1.0,63.0,349,1350,-15.0,0,0
1,2,5,EV,ATL,PIA,939,-2.0,84.0,565,1034,-16.0,0,0
1,2,5,WN,LAS,LAX,600,0.0,41.0,236,705,-4.0,0,0
1,2,5,UA,LAX,EWR,1308,2.0,274.0,2454,2130,-22.0,0,0
1,2,5,MQ,ORD,XNA,1935,100.0,87.0,522,2118,106.0,0,0
1,2,5,OO,ATL,ASE,1010,57.0,192.0,1304,1157,42.0,0,0
1,2,5,EV,ATL,SGF,1207,-7.0,95.0,563,1304,-14.0,0,0
1,2,5,WN,LAS,SFO,1955,35.0,66.0,414,2125,29.0,0,0
1,2,5,WN,PHX,MSP,1845,35.0,154.0,1276,2245,20.0,0,0
1,2,5,F9,DEN,SAN,1235,-6.0,111.0,853,1353,-17.0,0,0
1,2,5,WN,LAS,PHX,1150,6.0,46.0,255,1355,8.0,0,0
1,2,5,WN,LAX,MDW,1115,33.0,211.0,1750,1705,42.0,0,0
1,2,5,DL,ATL,MSY,2305,8.0,73.0,425,2341,0.0,0,0
1,2,5,AA,LAX,SFO,1600,-4.0,56.0,337,1715,-1.0,0,0
1,2,5,WN,LAX,DEN,1120,-4.0,127.0,862,1440,10.0,0,0
1,3,6,DL,ATL,PHX,810,0.0,224.0,1587,1029,-16.0,0,0
1,3,6,DL,ATL,RDU,1125,9.0,48.0,356,1248,-5.0,0,0
1,3,6,AA,DFW,MCO,755,-7.0,126.0,985,1125,-13.0,0,0
1,3,6,DL,MSP,JAC,1120,-3.0,133.0,872,1252,-11.0,0,0
1,3,6,AA,LAS,DFW,700,160.0,132.0,1055,1145,153.0,0,0
1,3,6,EV,IAH,SHV,2000,18.0,31.0,192,2054,14.0,0,0
1,3,6,DL,ATL,LAX,1927,28.0,262.0,1947,2137,16.0,0,0
1,3,6,MQ,DFW,LBB,805,47.0,47.0,282,908,53.0,0,0
1,3,6,OO,SFO,TUS,1420,158.0,94.0,751,1725,148.0,0,0
1,3,6,WN,ATL,DEN,1450,17.0,169.0,1199,1620,-6.0,0,0
1,3,6,OO,LAX,SAN,1705,-5.0,33.0,109,1750,10.0,0,0
1,3,6,OO,DEN,LIT,1145,6.0,109.0,771,1450,27.0,0,0
1,3,6,EV,ORD,LNK,1240,31.0,74.0,466,1425,23.0,0,0
1,3,6,MQ,DFW,CAE,1425,47.0,116.0,922,1738,51.0,0,0
1,3,6,AA,ORD,FLL,545,10.0,161.0,1182,940,15.0,0,0
1,3,6,OO,DEN,IDA,1510,166.0,82.0,458,1652,212.0,0,0
1,3,6,DL,ATL,SRQ,1500,40.0,66.0,444,1635,33.0,0,0
1,3,6,OO,LAX,ASE,904,37.0,106.0,737,1212,63.0,0,0
1,3,6,UA,SFO,JFK,1515,0.0,295.0,2586,2341,5.0,0,0
1,3,6,DL,LAX,BOS,930,-2.0,294.0,2611,1751,1.0,0,0
1,3,6,OO,LAX,FAT,1505,-13.0,40.0,209,1605,-16.0,0,0
1,3,6,DL,MSP,LAS,1745,3.0,164.0,1299,1918,9.0,0,0
1,3,6,DL,ATL,LIT,1855,29.0,73.0,453,1938,25.0,0,0
1,3,6,AA,DFW,EWR,1915,64.0,156.0,1372,2320,56.0,0,0
1,3,6,OO,DEN,EUG,2159,67.0,149.0,996,2359,72.0,0,0
